customer_id,age,gender,region,employment_type,annual_income_inr,credit_score,credit_utilization_ratio,missed_payments_12m,avg_late_payment_days,monthly_transaction_count,monthly_spend_inr,cash_advance_count_6m,complaints_last_6m,failed_login_attempts_3m,account_tenure_months,last_transaction_date,debt_balance_inr,risk_status
500556,39,Male,North,Salaried,39343,683,0.523,0,2.9,46,13177,0,1,2,14,2025-09-30,40931,0
500557,50,Male,Central,Salaried,37350,645,0.426,2,3.9,30,17649,0,0,2,35,2025-11-04,55442,0
500558,40,Female,North,Unemployed,22787,612,0.401,0,1.7,57,14191,1,0,3,30,2025-10-23,26814,0
500559,41,Male,Central,Salaried,53970,700,0.083,0,9.2,39,17649,0,0,3,91,2025-10-06,76927,0
500560,39,Female,South,Salaried,29949,720,0.129,1,2.1,26,15836,0,0,2,76,2025-10-04,33899,0
500561,19,Male,South,Student,43806,622,0.653,3,10.9,74,23992,4,2,2,8,2025-11-10,41799,1
500562,22,Female,East,Self-Employed,56014,751,0.679,1,6,71,24265,1,0,5,60,2025-10-18,37419,0
500563,54,Female,South,Salaried,53829,789,0.466,0,2.1,45,33720,0,0,3,40,2025-12-01,83249,0
500564,40,Male,West,Salaried,29571,738,0.496,0,2.6,59,19364,1,0,1,26,2025-09-14,31561,0
500565,18,Female,West,,31681,628,0.853,3,14.6,85,19935,3,1,2,65,2025-10-12,47580,1
500566,44,Male,Central,Self-Employed,40195,589,0.11,0,2.5,65,20038,1,0,2,84,2025-11-02,45990,0
500567,52,Male,North,Self-Employed,47439,711,0.561,1,3.1,73,33347,0,2,3,21,2025-11-18,34166,0
500568,54,Female,East,Salaried,25437,704,0.148,0,12.1,72,8376,0,1,1,45,2025-11-21,31692,0
500569,30,Female,North,Salaried,34894,681,0.688,0,2.4,61,12146,3,1,2,71,2025-10-09,36663,0
500570,33,Male,South,Unemployed,29563,627,0.723,0,2,49,11157,0,1,1,94,2025-11-02,25742,0
500571,36,Male,North,Salaried,53105,746,0.315,1,3.3,53,38535,2,2,1,74,2025-09-07,67095,0
500572,47,Male,West,Self-Employed,19993,627,0.366,0,4.9,77,11527,0,0,1,85,2025-12-01,6841,0
500573,53,Female,Central,Salaried,38126,650,0.334,1,1,94,28178,1,0,2,50,2025-09-10,11342,0
500574,36,Male,West,,47533,703,0.235,0,1,47,26518,0,1,2,46,2025-10-22,29685,0
500575,20,Male,East,Retired,49327,635,0.681,1,6.2,38,28870,0,0,0,16,2025-11-04,56586,0
500576,53,Male,South,Self-Employed,42847,720,0.289,0,7.7,12,26995,1,0,1,21,2025-11-20,50518,0
500577,30,Male,South,Self-Employed,48684,708,0.356,2,6.1,77,21965,1,0,0,54,2025-09-04,50985,0
500578,23,Female,North,Self-Employed,53410,638,0.674,0,8.8,57,29716,1,0,1,84,2025-11-05,26211,0
500579,,Male,South,Salaried,54630,686,0.105,2,4.7,93,26721,0,1,1,40,2025-10-17,42224,0
500580,41,Female,West,Salaried,21590,687,0.613,0,1.5,18,13375,0,0,4,84,2025-09-08,18525,0
500581,23,Female,North,Salaried,49939,747,0.211,0,7.2,83,29600,0,0,3,39,2025-10-29,16999,0
500582,62,Male,North,Student,22461,582,0.326,0,8.2,82,9405,1,0,0,106,2025-09-09,35862,0
500583,64,Male,Central,Self-Employed,45420,727,0.534,0,0.7,41,23720,2,0,0,10,2025-10-12,38126,0
500584,33,Male,North,Student,84571,798,0.129,0,3.9,111,22734,1,0,3,40,2025-09-28,109595,0
500585,40,Male,East,Salaried,24663,722,0.568,0,1,77,6312,0,0,3,96,2025-10-12,35464,0
500586,47,Female,North,Self-Employed,26216,558,0.337,1,3.2,43,13530,1,0,0,47,2025-10-30,32562,0
500587,59,Female,North,Student,77906,645,0.847,1,10.9,106,19868,0,0,1,58,2025-10-03,42054,0
500588,32,Male,South,Salaried,41316,710,0.34,2,0.6,45,11691,0,0,1,24,2025-09-03,47793,0
500589,19,Female,West,Self-Employed,,723,0.466,2,2.8,53,10276,0,0,3,88,2025-11-08,13458,0
500590,29,Female,West,,103135,706,0.317,0,3.6,70,48933,2,0,2,84,2025-09-16,103321,0
500591,30,Female,,Student,36713,794,0.487,3,1.1,88,21166,0,0,2,42,2025-10-04,56548,0
500592,39,Other,West,Salaried,46764,694,0.36,1,5.7,46,12638,0,2,1,68,2025-09-11,50196,0
500593,31,Male,South,Salaried,28982,719,0.429,1,3.6,74,20015,1,1,4,29,2025-09-13,32982,0
500594,43,Male,Central,Retired,21451,593,0.662,5,13.8,48,10836,3,2,12,143,2025-11-23,48835,1
500595,41,Male,North,Salaried,53547,844,0.297,0,5.5,90,23350,0,1,0,69,2025-10-14,43561,0
500596,24,Male,West,Salaried,36426,697,0.539,2,4.5,79,22887,2,1,0,25,2025-11-03,37107,0
500597,27,Male,Central,Salaried,30062,701,0.03,0,5.3,76,16374,0,0,5,48,2025-09-16,15075,0
500598,29,Female,South,Salaried,41681,726,0.683,2,1.6,131,25262,1,0,3,154,2025-11-25,43885,0
500599,33,Male,East,Salaried,79874,729,0.268,1,4.3,82,29566,0,0,4,78,2025-10-01,35655,0
500600,24,Female,North,Self-Employed,48164,626,0.158,0,11.8,83,15959,1,0,1,48,2025-11-15,62071,0
500601,31,Female,South,Self-Employed,38282,809,0.599,0,1,85,11789,1,0,1,53,2025-11-17,35127,0
500602,26,Male,South,Self-Employed,,716,0.399,2,4.3,63,19125,0,0,4,84,2025-10-11,58192,0
500603,44,Male,Central,Salaried,80329,622,0.496,1,1,102,49449,0,0,2,68,2025-10-08,126669,0
500604,42,Female,West,Salaried,36057,604,0.89,2,10.4,89,31360,1,0,2,46,2025-11-30,100028,1
500605,56,Male,East,Retired,57579,675,0.107,0,1.7,70,40096,0,2,1,21,2025-11-12,20119,0
500606,35,Female,West,,41108,692,0.211,0,14.2,25,23204,1,0,5,34,2025-09-06,58866,0
500607,48,Female,North,Self-Employed,27053,595,0.376,0,1.5,63,12933,0,0,1,107,2025-11-05,35046,0
500608,36,Female,Central,Salaried,42445,691,0.391,0,4.7,36,14359,0,0,3,75,2025-10-31,21215,0
500609,42,Male,South,Self-Employed,26974,751,0.137,0,1,118,6758,0,1,3,78,2025-11-06,36898,0
500610,41,Female,North,Salaried,49090,,0.731,4,16.8,132,45385,2,0,4,80,2025-10-16,127892,1
500611,31,Female,South,Retired,38982,720,0.395,1,2.2,87,17577,2,0,3,76,2025-09-28,24826,0
500612,49,Female,Central,Student,40563,543,0.64,4,11,64,32794,4,2,3,103,2025-10-27,81171,1
500613,26,Female,Central,,33030,630,0.7,4,16.7,59,23238,4,2,4,61,2025-10-01,75798,1
500614,31,Male,Central,Salaried,65236,722,0.105,0,0.8,49,32326,1,0,2,49,2025-09-17,19194,0
500615,18,Female,West,Salaried,50870,627,0.283,0,5.7,83,22340,0,1,1,78,2025-09-08,56199,0
500616,26,Male,West,Salaried,15000,702,0.224,0,4,49,7223,1,0,1,14,2025-11-02,3797,0
500617,59,Female,,Unemployed,45690,661,0.021,1,5.3,40,29758,0,0,4,95,2025-10-27,13660,0
500618,33,Female,South,Unemployed,24222,634,0.583,2,5,43,10161,0,0,2,15,2025-11-23,7044,0
500619,55,Female,North,Self-Employed,51610,633,0.323,0,3.6,18,22759,0,0,2,32,2025-11-06,62289,0
500620,22,Female,North,Self-Employed,58136,641,0.51,0,0.6,71,22866,0,1,3,18,2025-09-19,86354,0
500621,38,Male,West,Salaried,22673,837,0.307,0,1.4,21,12692,1,0,2,25,2025-09-28,33132,0
500622,43,Female,North,Salaried,48965,683,0.469,0,4.5,97,36137,0,0,0,97,2025-11-25,20134,0
500623,28,Female,South,Retired,19014,720,0.387,0,2.5,86,12450,2,0,0,94,2025-09-04,7129,0
500624,29,Male,East,Self-Employed,46096,703,0.397,0,2.9,38,30750,0,0,3,21,2025-09-06,21345,0
500625,48,Male,East,Self-Employed,41484,718,,0,3.4,37,30815,0,0,3,44,2025-11-09,52318,0
500626,23,Male,East,Salaried,62440,654,0.332,0,8.7,102,43375,0,0,0,41,2025-11-04,43814,0
500627,44,Male,Central,Retired,27090,741,0.245,0,3.9,74,20025,2,0,5,66,2025-11-03,14238,0
500628,35,Female,North,Salaried,45127,661,0.459,0,0.3,28,15552,1,1,3,28,2025-11-01,41824,0
500629,42,Male,South,Salaried,40045,635,0.296,1,6.3,49,12200,0,0,3,104,2025-09-10,57021,0
500630,60,Male,South,Salaried,51932,719,,0,12.2,72,20051,0,0,0,16,2025-11-26,22725,0
500631,22,Male,Central,Self-Employed,79493,709,0.369,0,4.7,84,47668,0,0,0,52,2025-11-08,52321,0
500632,41,Female,East,Self-Employed,46490,660,0.191,1,3.5,74,32517,0,0,3,32,2025-11-07,35903,0
500633,36,Female,West,Self-Employed,,577,0.633,5,36.8,106,29638,1,1,6,88,2025-10-22,49971,1
500634,,Female,North,Salaried,30711,592,0.698,0,3.1,59,8235,0,0,2,70,2025-10-09,9301,0
500635,38,Female,East,Student,25771,591,0.292,0,0.9,104,17826,0,2,0,55,2025-09-22,16824,0
500636,30,Male,East,Salaried,42079,,0.546,1,0.6,82,25209,0,0,1,44,2025-09-23,18677,0
500637,30,Male,South,Salaried,48215,746,0.549,0,3.4,40,20388,0,0,1,26,2025-11-30,14188,0
500638,44,Male,South,,92011,779,0.327,0,1.2,91,38993,0,0,6,109,2025-09-20,102019,0
500639,45,Male,East,Salaried,26535,678,0.494,0,5.2,48,17517,0,0,5,95,2025-09-21,25826,0
500640,42,Female,Central,Salaried,46359,648,0.345,2,2.8,62,13111,1,0,0,78,2025-11-15,71773,0
500641,44,Female,North,Salaried,56556,680,0.122,0,4.1,85,23613,2,0,2,36,2025-09-11,48504,0
500642,43,Male,West,Salaried,40219,718,0.66,1,1.6,24,20903,0,1,2,70,2025-09-20,48066,0
500643,19,Female,North,Salaried,15111,713,0.125,0,3,90,10341,0,0,2,152,2025-11-11,21619,0
500644,45,Female,East,Salaried,41103,726,0.373,1,9.3,41,26930,0,0,3,76,2025-11-12,41297,0
500645,37,Male,Central,Salaried,29167,690,0.409,0,1,102,16769,0,1,1,18,2025-10-17,21445,0
500646,22,Female,West,Self-Employed,42734,727,0.325,0,2.4,63,13470,0,0,4,54,2025-10-26,35622,0
500647,75,Female,West,Self-Employed,50038,698,0.216,0,4.1,64,33694,0,0,3,56,2025-09-16,68083,0
500648,41,Female,Central,Salaried,20298,717,0.418,1,4.4,50,15137,0,0,2,96,2025-11-12,14262,0
500649,27,Male,South,Salaried,38237,774,0.369,0,0.7,55,11128,1,1,0,65,2025-10-21,43855,0
500650,51,Male,North,Self-Employed,28967,751,0.486,0,3.6,129,8688,0,0,3,65,2025-09-19,12972,0
500651,39,Female,West,Student,42019,567,0.35,2,3.4,73,20716,1,0,2,52,2025-09-29,12727,0
500652,53,Male,South,Self-Employed,47087,706,0.319,1,5.6,87,18511,0,1,2,12,2025-11-23,50245,0
500653,29,Male,South,Salaried,43706,663,0.098,2,1.1,13,24730,0,0,1,27,2025-10-19,22063,0
500654,30,Female,Central,Salaried,52414,708,0.269,0,1.8,88,30028,0,0,5,28,2025-11-11,53878,0
500655,29,Female,South,Salaried,34000,626,0.451,0,4.6,71,17070,0,1,1,26,2025-09-27,20154,0
500656,56,Female,South,Self-Employed,32294,739,0.6,0,7.2,45,20308,1,1,2,13,2025-11-13,39452,0
500657,35,Male,West,Salaried,50977,721,0.076,1,5.2,58,37892,1,0,3,94,2025-10-23,60297,0
500658,33,Female,North,Salaried,32384,694,0.398,0,4.7,65,21425,0,0,2,33,2025-09-10,17708,0
500659,24,Female,South,Self-Employed,33911,656,0.103,0,4.3,77,14790,1,0,0,72,2025-11-21,18536,0
500660,31,Male,,Unemployed,39713,760,0.388,0,14.1,21,14137,3,0,3,36,2025-10-30,18048,0
500661,33,Female,East,Salaried,47595,777,0.357,1,1.7,39,16266,0,1,2,46,2025-09-20,41892,0
500662,36,Male,South,Self-Employed,29311,614,0.367,1,4.8,70,,2,0,3,69,2025-10-14,11570,0
500663,35,Female,South,Salaried,78029,627,0.185,1,5.2,78,39875,0,0,5,63,2025-10-14,110027,0
500664,37,Male,East,Salaried,73765,662,0.21,0,4.3,46,41078,1,1,2,48,2025-10-15,60345,0
500665,,Male,North,Salaried,25179,676,0.46,0,1.9,65,6935,0,1,4,28,2025-10-25,11587,0
500666,33,Female,North,Self-Employed,25149,732,0.542,0,8.6,67,10474,0,0,3,67,2025-10-25,23906,0
500667,35,Male,Central,Salaried,,616,0.562,0,4.2,111,20774,0,0,1,17,2025-10-26,14032,0
500668,39,Male,West,Salaried,42627,713,0.44,0,3,62,,1,0,1,58,2025-10-13,61066,0
500669,18,Male,Central,Salaried,31078,548,0.895,6,25.4,95,22666,3,0,4,40,2025-09-06,35658,1
500670,47,Female,West,Retired,20016,681,0.446,0,9.8,83,13312,1,0,0,31,2025-09-06,8124,0
500671,,Male,South,Retired,36675,702,0.532,0,2,5,26766,2,1,2,22,2025-10-07,17926,0
500672,,Female,South,Salaried,32248,589,0.515,6,33,91,28501,1,0,5,71,2025-10-10,28071,1
500673,46,Female,North,Salaried,53860,750,0.65,0,5,92,13901,1,2,4,52,2025-11-10,52033,0
500674,24,Male,South,Self-Employed,38830,732,0.479,0,4.8,51,12277,0,0,3,8,2025-11-29,38038,0
500675,25,Male,South,Salaried,25570,720,0.56,1,2,63,10010,0,1,2,57,2025-10-30,35672,0
500676,,Female,North,Self-Employed,47684,719,0.142,1,1.5,65,24354,1,0,2,57,2025-11-18,71019,0
500677,29,Male,East,Salaried,32964,616,0.203,0,2.1,74,19901,0,0,0,33,2025-11-09,10769,0
500678,40,Female,Central,Student,57265,781,0.354,1,3.6,101,22342,1,0,4,99,2025-10-24,87524,0
500679,33,Male,Central,Self-Employed,43736,775,0.388,1,4,26,,1,2,0,85,2025-09-16,56562,0
500680,39,Male,East,Unemployed,28342,676,0.414,0,0.4,61,16178,2,0,0,63,2025-11-18,33247,0
500681,55,Female,West,,31298,650,0.673,0,7.4,44,18752,0,0,0,31,2025-11-07,14096,0
500682,30,Male,South,Salaried,39930,722,0.712,0,2.9,89,21740,0,0,3,43,2025-11-08,33538,0
500683,37,Female,West,Salaried,43514,661,0.13,0,7,87,13351,0,0,2,79,2025-10-13,65846,0
500684,31,Female,North,Salaried,27060,613,0.749,2,8.2,74,12399,1,4,3,89,2025-10-02,32799,1
500685,41,Male,North,Salaried,30263,633,0.157,0,6.1,66,17555,1,0,2,65,2025-09-14,22998,0
500686,54,Male,South,Salaried,36777,669,0.516,0,2.4,57,11719,0,0,3,17,2025-11-08,34602,0
500687,30,Female,South,Salaried,35592,696,0.416,0,5.5,78,20654,0,1,4,87,2025-11-12,56597,0
500688,37,Male,South,Retired,26472,616,0.309,0,2.1,82,17677,0,0,1,41,2025-10-22,23774,0
500689,62,Female,West,Salaried,37517,783,0.269,0,1.7,91,19863,1,0,2,67,2025-09-16,25693,0
500690,68,Male,North,Salaried,31778,644,0.505,1,1.6,46,22404,2,1,3,14,2025-10-15,23079,0
500691,29,Male,North,Salaried,,563,0.507,1,19.1,46,21660,2,1,5,89,2025-10-14,71297,1
500692,18,Female,West,Salaried,51734,692,0.222,2,0.6,55,29738,2,0,2,88,2025-10-30,72557,0
500693,46,Male,Central,Salaried,32475,697,0.337,2,1.8,98,20615,0,0,2,7,2025-09-16,33451,0
500694,31,Male,South,Self-Employed,60497,,0.75,3,30.4,65,55894,2,2,5,17,2025-11-23,136239,1
500695,37,Female,West,Self-Employed,24869,779,0.106,0,8.7,31,7301,0,1,1,162,2025-10-04,26148,0
500696,18,Female,East,Self-Employed,43193,573,0.881,2,12.5,32,26756,1,0,9,14,2025-11-04,105627,1
500697,31,Male,South,Self-Employed,36054,634,0.291,0,2.6,28,22241,1,1,0,33,2025-09-22,54122,0
500698,43,Male,East,Student,54279,683,0.31,2,9.2,62,37958,1,1,2,25,2025-11-05,56699,0
500699,34,Male,East,Student,124639,831,0.402,1,1.2,119,35423,0,0,3,66,2025-09-10,38831,0
500700,39,Male,North,Student,49803,694,,3,1.3,43,12795,0,0,1,76,2025-09-08,28787,0
500701,26,Male,North,Salaried,61932,727,0.411,0,2.7,92,40590,0,0,3,40,2025-11-20,78099,0
500702,58,Male,Central,Salaried,16557,676,0.181,0,4.1,66,11716,0,0,2,74,2025-09-06,24920,0
500703,41,Female,East,,18026,540,0.72,3,8.8,13,11362,5,0,3,89,2025-10-05,40922,1
500704,54,Male,West,Salaried,77297,645,0.452,0,3.2,63,21738,0,1,2,70,2025-11-01,27441,0
500705,23,Female,Central,Unemployed,60456,644,0.358,1,2.1,62,32851,1,0,0,21,2025-11-12,49581,0
500706,33,Male,West,Student,24893,679,,0,5.4,89,16948,0,0,3,31,2025-09-27,30201,0
500707,48,Male,North,Self-Employed,64796,656,0.326,0,0.6,75,20085,1,0,2,49,2025-09-21,34112,0
500708,36,Female,East,Salaried,77182,715,0.382,0,3.1,109,36653,1,1,5,104,2025-09-15,112687,0
500709,28,Male,East,Salaried,29320,603,0.211,0,1.4,101,13078,0,2,0,53,2025-11-02,22294,0
500710,18,Male,West,Self-Employed,57414,702,0.305,0,1.5,92,41775,0,0,3,34,2025-11-04,64500,0
500711,53,Male,West,Salaried,36044,573,0.222,4,5,86,10654,0,0,1,60,2025-11-21,50448,0
500712,33,Male,Central,Retired,36207,577,0.296,0,5.4,97,12695,0,0,1,34,2025-09-07,23378,0
500713,37,Male,North,Self-Employed,47189,701,0.221,1,14.5,68,27509,0,0,1,9,2025-09-26,69543,0
500714,28,Female,West,Salaried,132416,675,0.502,0,2.9,42,42184,1,0,0,52,2025-10-03,181284,0
500715,39,Male,East,Salaried,53255,679,0.225,0,1.1,38,23471,0,1,1,25,2025-10-25,67366,0
500716,49,Male,Central,Retired,53121,733,0.415,1,3.9,39,27675,1,1,2,78,2025-11-27,40593,0
500717,40,Male,Central,Salaried,30539,700,0.538,1,3.9,78,17488,1,0,0,17,2025-10-24,8571,0
500718,40,Male,East,Salaried,48748,646,0.437,0,10.6,63,27013,0,1,0,22,2025-10-01,77197,0
500719,42,Male,North,Self-Employed,35900,561,0.514,2,9.2,78,33004,2,0,3,65,2025-09-23,89336,1
500720,28,Female,South,Student,33627,627,0.248,0,2,40,11624,2,0,3,62,2025-09-21,14776,0
500721,35,Male,East,Unemployed,55650,686,0.497,0,1.1,39,36705,0,0,2,15,2025-11-26,51683,0
500722,18,Female,East,Salaried,34337,626,0.534,4,5.7,107,20121,0,0,4,52,2025-11-29,21367,0
500723,36,Female,South,Salaried,20423,664,0.499,0,2.4,20,11940,1,1,2,7,2025-10-25,30785,0
500724,50,Female,West,Salaried,30066,688,0.247,2,6.5,17,10972,2,0,1,79,2025-10-07,23915,0
500725,,Male,North,Self-Employed,31703,582,0.478,1,8.5,55,10087,1,1,2,13,2025-10-29,35616,0
500726,18,Male,North,Student,25057,675,0.165,0,11.8,67,9641,0,0,1,46,2025-10-26,35004,0
500727,24,Male,North,Student,36304,684,0.327,0,1.4,37,18392,1,2,1,61,2025-09-28,24378,0
500728,32,Female,North,Self-Employed,56897,671,0.194,0,4.2,40,42096,0,0,3,53,2025-10-25,36426,0
500729,47,Female,Central,Salaried,34151,618,0.586,1,7.7,78,20239,0,0,0,24,2025-10-13,8434,0
500730,27,Female,North,Salaried,50548,693,0.264,0,5.2,85,32397,3,2,2,4,2025-09-20,60331,0
500731,36,Male,Central,Self-Employed,,787,0.14,1,5,46,28108,0,1,2,36,2025-11-07,25403,0
500732,33,Male,,Salaried,62762,799,0.267,0,1.8,75,17352,1,1,2,22,2025-11-03,34025,0
500733,39,Male,South,Salaried,82048,,0.441,1,0.7,64,56826,2,1,1,36,2025-09-12,107649,0
500734,31,Male,West,Salaried,36586,687,0.124,0,2.6,70,26688,1,2,4,25,2025-10-26,43178,0
500735,37,Male,Central,Salaried,23367,677,0.595,0,7.9,107,7861,0,0,3,36,2025-10-21,18711,0
500736,43,Male,North,Salaried,22989,663,0.507,1,1.5,13,11388,1,1,0,179,2025-10-22,36266,0
500737,23,Male,South,Salaried,56619,694,0.264,0,1.7,111,19657,0,0,2,93,2025-11-25,89190,0
500738,49,Female,South,Self-Employed,41983,701,0.131,0,1.3,54,30734,0,0,2,40,2025-09-07,61973,0
500739,25,Female,South,Salaried,63140,654,0.271,1,5.2,69,36033,1,0,1,57,2025-11-04,34596,0
500740,42,Female,South,Unemployed,66976,664,0.396,3,6.7,45,34579,3,0,5,20,2025-10-23,124304,1
500741,30,Male,East,Self-Employed,36091,751,0.496,0,3.6,89,19930,0,0,2,46,2025-11-18,47459,0
500742,24,Male,East,Salaried,66360,,0.136,0,10.8,81,49764,0,1,4,93,2025-11-02,78439,0
500743,51,Male,North,,34705,777,0.509,2,2.1,69,24257,1,0,2,32,2025-10-05,15763,0
500744,18,Male,South,Salaried,26829,698,0.363,1,1.7,36,17509,2,0,1,92,2025-09-27,26606,0
500745,26,Female,South,Salaried,66149,707,0.519,0,10.7,71,34948,0,1,3,43,2025-10-01,42209,0
500746,18,Female,Central,Salaried,48546,693,0.122,2,13.9,76,13504,1,0,2,66,2025-11-29,73182,0
500747,40,Female,West,Salaried,18900,548,0.494,8,17.4,29,14368,1,0,1,33,2025-10-01,39770,1
500748,34,Female,West,Salaried,36597,663,0.444,1,5.2,73,9981,1,1,2,54,2025-11-07,39964,0
500749,18,Female,North,Salaried,58851,669,0.309,1,3.2,71,23525,0,0,4,22,2025-09-11,20671,0
500750,54,Female,West,Salaried,37804,689,0.271,1,0.3,72,11722,1,0,0,68,2025-10-21,48491,0
500751,50,Male,East,Salaried,22501,768,0.354,2,1.7,79,15728,0,0,5,10,2025-09-20,15544,0
500752,28,Male,South,Self-Employed,52739,574,0.756,4,23,36,32871,3,2,6,33,2025-10-05,119825,1
500753,46,Female,South,Salaried,31998,626,0.303,0,3.1,33,15141,0,0,1,39,2025-10-11,31096,0
500754,22,Male,East,Salaried,31926,693,0.195,0,3.1,62,10343,0,0,2,84,2025-10-29,8201,0
500755,35,Female,South,Self-Employed,53459,633,0.739,4,29,71,36468,2,0,4,32,2025-09-18,109598,1
500756,33,Female,East,Salaried,64276,677,0.207,0,2.2,69,40079,0,1,1,38,2025-11-11,16722,0
500757,26,Female,West,Salaried,31441,629,0.346,1,1.2,28,14441,0,1,1,22,2025-09-19,10042,0
500758,43,Female,Central,Self-Employed,47721,664,0.052,0,0.6,41,15838,1,0,2,42,2025-11-09,33698,0
500759,19,Female,South,Salaried,87414,850,0.247,1,0.6,87,40689,0,0,1,107,2025-09-24,50318,0
500760,49,Female,West,Unemployed,63303,606,0.455,0,2,119,19462,1,0,3,37,2025-09-16,62382,0
500761,46,Female,South,Student,79497,653,0.208,0,0.1,75,53916,2,0,1,42,2025-11-13,63242,0
500762,59,Male,Central,Salaried,26092,689,0.384,0,2.2,81,12505,1,1,1,33,2025-11-06,6724,0
500763,,Male,Central,Salaried,,733,0.272,1,6.1,83,18670,0,0,1,12,2025-10-02,49111,0
500764,18,Male,Central,Student,65040,674,0.584,1,4.9,102,46951,0,0,5,63,2025-10-19,57736,0
500765,36,Male,Central,Salaried,34391,740,0.489,0,5.2,62,25744,1,0,3,55,2025-11-16,51482,0
500766,24,Male,East,Self-Employed,15000,,0.532,7,21.8,121,10636,3,2,5,38,2025-11-26,25679,1
500767,22,Female,East,Self-Employed,47294,736,0.546,0,7.6,68,27721,0,1,1,45,2025-11-19,10104,0
500768,48,Male,East,Salaried,28331,614,0.758,1,14.6,85,18155,2,1,7,44,2025-10-02,35748,1
500769,31,Male,South,Self-Employed,70503,742,0.18,0,5.3,55,46185,0,0,3,30,2025-09-25,49020,0
500770,40,Female,East,Self-Employed,24125,664,0.543,0,0.4,60,16322,1,1,1,43,2025-10-15,27366,0
500771,41,Female,North,Salaried,30754,673,0.346,2,0.5,85,13764,0,0,1,21,2025-10-07,11349,0
500772,35,Male,Central,Salaried,40588,677,0.472,4,5.2,99,17904,0,0,5,29,2025-09-24,64169,0
500773,42,Male,North,Salaried,34541,706,0.374,0,5.2,57,10368,0,0,2,37,2025-09-11,15273,0
500774,18,Female,North,Salaried,36644,670,0.631,0,1.2,79,25154,0,0,2,31,2025-09-13,44323,0
500775,52,Male,South,Student,32151,701,0.396,1,0.8,65,13623,2,0,5,10,2025-11-12,31521,0
500776,40,Male,East,Salaried,33966,604,0.338,1,3,64,23725,0,0,1,21,2025-10-17,41989,0
500777,18,Female,West,Student,46841,679,0.33,0,3.8,22,31110,1,1,0,95,2025-09-21,51347,0
500778,39,Male,Central,Salaried,39941,712,0.16,0,4.2,5,23002,0,0,1,91,2025-10-24,26094,0
500779,54,Male,East,Salaried,82970,568,0.404,2,2,40,43729,1,0,3,70,2025-10-10,112972,0
500780,36,Female,North,Salaried,41840,706,0.379,0,9.6,76,26865,0,0,1,43,2025-11-05,37449,0
500781,27,Male,West,Salaried,61828,696,0.149,0,5.2,51,39601,0,0,4,70,2025-10-30,74896,0
500782,37,Female,South,Self-Employed,31190,651,0.157,0,5.5,70,7911,2,0,0,22,2025-10-08,25651,0
500783,24,Female,North,Self-Employed,19266,702,0.267,0,1.2,19,7620,0,0,0,62,2025-09-20,18530,0
500784,58,Female,East,Salaried,34251,709,0.345,0,3,65,18271,1,1,2,18,2025-10-04,14890,0
500785,36,Female,East,Student,22227,754,0.194,1,2.6,40,16567,0,0,1,22,2025-09-15,13510,0
500786,39,Female,Central,Retired,29763,627,0.699,6,17,55,22040,1,1,6,66,2025-11-07,64068,1
500787,54,Male,South,Unemployed,39674,695,0.371,2,5.5,49,21142,2,1,2,26,2025-09-30,58342,0
500788,48,Male,Central,Student,26902,506,0.705,4,6.7,40,19607,0,3,4,46,2025-10-07,70190,1
500789,49,Male,East,Self-Employed,15336,659,0.747,2,22.2,99,,1,0,5,25,2025-11-10,13518,1
500790,32,Female,West,Unemployed,15800,648,0.244,0,3.9,60,,0,1,2,32,2025-10-24,7868,0
500791,39,Female,,Salaried,27585,711,0.411,1,1.8,85,18262,1,0,1,98,2025-09-10,22149,0
500792,,Female,South,Retired,63184,687,0.622,0,0.4,46,38329,1,0,1,72,2025-11-05,13366,0
500793,36,Female,South,Salaried,56011,715,0.713,1,2.2,52,25663,2,0,0,70,2025-10-10,20864,0
500794,53,Male,West,Salaried,36340,717,0.157,0,1.5,58,20876,0,0,0,47,2025-11-04,28149,0
500795,51,Male,West,Salaried,35978,719,0.403,0,1.8,35,13846,0,1,0,22,2025-09-11,38786,0
500796,45,Male,South,Salaried,133719,659,0.428,0,1.3,75,63338,0,0,3,41,2025-10-13,85216,0
500797,43,Male,Central,Self-Employed,31447,627,0.203,1,2,76,16215,1,0,4,57,2025-09-26,48787,0
500798,22,Male,East,Self-Employed,38220,643,0.465,0,7.3,35,27648,0,0,0,33,2025-09-09,19855,0
500799,34,Female,,Student,52290,597,0.42,0,1.8,78,33771,0,2,2,101,2025-09-12,72711,0
500800,40,Male,South,Self-Employed,63920,620,0.462,0,2,27,32430,2,0,1,42,2025-09-30,21815,0
500801,39,Female,Central,Salaried,67491,688,0.303,2,0.8,79,35204,1,0,1,39,2025-10-06,30386,0
500802,29,Male,East,Salaried,34376,691,0.34,1,7.4,22,9515,0,0,1,16,2025-11-07,40158,0
500803,36,Male,East,Salaried,28018,636,0.055,1,1.6,86,8015,0,0,1,44,2025-09-29,31512,0
500804,51,Male,,Salaried,67205,750,0.327,0,4.6,8,49418,0,0,1,62,2025-11-28,51870,0
500805,29,Male,South,Salaried,38441,748,0.474,1,2.1,52,10641,0,0,0,49,2025-09-27,33763,0
500806,28,Male,Central,Self-Employed,58748,654,0.287,0,5.2,104,23744,2,0,2,55,2025-10-24,12885,0
500807,34,Female,West,Salaried,28112,615,0.618,0,0.7,51,11089,0,1,2,17,2025-10-20,35734,0
